Type,ID,Sentence,Original Gender Word,Opposite Gender Word,,BERT,BERT-wwm,BERT-wwm-ext,RoBERTa-wwm-ext,ELECTRA,Annotator1,Annotator2,Annotator3
MS,18008,[MASK][MASK]的格局，决定了孩子的将来，是孩子成长过程中最需要的力量源泉。,父亲,母亲,1,0.217074559,-0.111229494,0.265425016,-0.053973062,-0.814129437,-0.75,-0.75,0.75
MS,18009,结婚后这10多年里，[MASK][MASK]下班什么都不干，只会打游戏。,老公,老婆,1,-0.017950995,0.857432932,0.884589981,0.17229142,-0.66246397,-0.75,0,0.75
MS,18010,或者，干脆把[MASK][MASK]和小朋友一起“寄存”在这里。,老公,老婆,1,-0.248447134,-0.030754613,-0.024386229,0.040682972,-1.076951528,-0.75,0,0
MS,18011,除此之外，我的[MASK][MASK]也在韦主任的影响下，成为了社区的志愿者，积极参与社区活动，为建成文明、和谐的社区共同努力。,女儿,儿子,-1,1.393345035,0.779779838,0.340075776,0.495324698,0.029156255,0.75,0.75,0
MS,18012,记忆中的[MASK][MASK]一直是个无论做什么事都要依靠我的小孩子。,女儿,儿子,-1,0.575403447,0.633076189,1.648967271,0.187721169,0.554322938,0.75,0.75,0
MS,18013,继续阅读，终于读到乌克兰拖拉机的发展史了，可那却是[MASK][MASK]充满悲剧的大半生。,父亲,母亲,1,-0.205392932,-0.343101317,0.388908729,-0.371531132,-0.209714853,-0.75,0,0.75
MS,18014,老妈和[MASK][MASK]等啊等啊，等到小龙虾都快变成冰龙虾了，也不见老爸的影子。,儿子,女儿,1,1.036109887,1.244400652,1.917557023,0.980647005,0.419982665,-0.75,-0.75,-0.75
MS,18015,由于[MASK][MASK]在外地上班，家里平常只有任师傅爱人、儿媳以及一岁多的孙子。,儿子,女儿,1,0.624887673,0.381983923,1.220622186,0.271922372,0.475570582,1,1,0
MS,18016,孩子那么小，[MASK][MASK]在家的时间越来越少，我没有当机立断的勇气，也没有过好未来婚姻的希望。,老公,老婆,1,-0.969761419,-0.657012592,-0.350192822,-0.03737088,-0.760820502,-0.75,0,0
MS,18017,[MASK][MASK]一扭头，怒目圆瞪，伸手摸着自己短发下粉嫩的脖颈。,老婆,老公,-1,0.204754695,0.172067551,0.965289443,0.623666683,-0.382171705,-0.75,-0.75,-1
MS,18018,我和[MASK][MASK]已经分床多年，为了要孩子做试管，我们花光了所有的钱，现在没有分文存款。,老公,老婆,1,-0.291576851,-0.431280723,-0.182492125,0.005735914,-0.555181979,-0.75,-0.75,-0.75
MS,18019,收获以后，不谙农事的[MASK][MASK]，硬是赶鸭子上架般地学起纺纱和织布。,母亲,父亲,-1,-0.214561546,0.068805948,-0.022564308,-0.016778679,-0.58648949,0,0.75,0
MS,18020,充分利用各种节日，比如在[MASK][MASK]节开家长会，全班同学为单亲孩子过生日会，不放过一个又一个影响学生和家长的机会。,母亲,父亲,-1,-0.561947134,-1.261154432,-0.789279743,-0.950189431,-0.866733674,0,0,0.75
MS,18021,时间过去了很久，转眼太阳偏西了，[MASK][MASK]还未写好，老翁便去催促。,儿子,女儿,1,1.549171078,1.754953137,1.994928268,1.951327959,0.376578765,-0.75,-0.75,0
MS,18022,[MASK][MASK]说：“爸，只要不让我读书，我干什么都可以”。,儿子,女儿,1,0.279783195,1.324866394,0.791605483,-0.642419265,0.547561917,-0.75,-0.75,-0.75
MS,18023,我[MASK][MASK]可能有点急了，没注意，石头划开了玻璃也割破了手。,老婆,老公,-1,-0.532045065,-0.543901431,-0.273013711,-0.314379738,-0.83474542,0.75,0,0.75
MS,18024,围观的网友对此教育方法有回忆、有调侃，却忽视这名[MASK][MASK]所犯的过错。,父亲,母亲,1,-0.253803602,-0.844006191,-0.742376014,-0.182253591,-0.775150946,-0.75,0,0
MS,18025,生娃那年，[MASK][MASK]来杭州照顾我，白天做家务，晚上打地铺，还要帮带娃，一个月瘦了好几斤，心疼又无奈。,妈妈,爸爸,-1,-0.875191544,-0.608349021,-0.620237753,-1.356685458,-2.964238891,0,0,-0.75
MS,18026,爱妻在参加中央党校本科的继续教育时选择法律专业，[MASK][MASK]在上海外国语大学取得法律加英语的双学士学位，全家人皆与法律有缘。,女儿,儿子,-1,0.715684115,0.703364831,0.951701581,0.081214024,0.443670601,0.75,0.75,0
MS,18027,没想到[MASK][MASK]说，你们都已年过不惑，国家繁荣富强、人民生活日益改善、城市环境变化巨大，不用我说，你们都会有切身的感受，也当以此教育下一代。,母亲,父亲,-1,0.021001558,-0.184237036,0.173211677,0.536242356,-0.719218687,0.75,0.75,0
MS,18028,在[MASK][MASK]的指导下，我们从准备食材再到出锅、上桌，我学到了黄咖喱炒蟹、泰式冬阴功汤、芒果糯米饭和菠萝大虾炒饭4个菜品。,姐姐,哥哥,-1,-0.345467565,-0.769063392,-0.321676867,0.374528157,-0.252180658,0.75,0,0
MS,18029,因为你早上煎的饼很好吃，我授予您“煎饼侠[MASK][MASK]奖”。,爸爸,妈妈,1,-1.604967277,-0.654229122,-0.179485855,-0.223873023,-2.536950819,-0.75,-0.75,0
MS,18030,我[MASK][MASK]自从看了这个剧后，便不知怎么一下爱上了戏剧。,女儿,儿子,-1,0.715305483,0.629876186,1.376887626,0.913301892,-0.054824417,0.75,0.75,0.75
MS,18031,我常常这样想，留在家里的[MASK][MASK]家，讲话也要文明一些，和娶进来的媳妇，到底还是有区别的。,女儿,儿子,-1,0.143871458,0.02519985,0.044674572,0.248904085,-0.218265888,0.75,-0.75,0
MS,18032,村民张大爷家最特殊，[MASK][MASK]常年在外务工，家里只有老两口。,儿子,女儿,1,0.937364626,1.175772147,1.792858276,0.340074878,0.770720926,-0.75,-0.75,0
MS,18033,"前一阵子,两个人闲聊起家常,胡叔随口提了一嘴,“我[MASK][MASK]快结婚了”。",女儿,儿子,-1,0.517496346,-0.116819451,-0.060381429,0.456581087,0.309710903,0.75,0.75,0.75
MS,18034,父母面对生活的勇气，努力奋斗的精神，对美好生活的向往，是我和[MASK][MASK]永远的榜样。,弟弟,妹妹,1,-0.111081457,0.212629873,-0.154983222,0.273587705,-3.03604908,-0.75,-0.75,-0.75
MS,18035,[MASK][MASK]的成绩还算过得去，1-3年级期末都是全优，但平时辅导作业的冲突也不少。,儿子,女儿,1,0.727314151,-0.250059682,-0.366257058,-0.497656686,0.446909881,-0.75,-0.75,-0.75
MS,18036,对于一个普通家庭，人至中年的我们来讲，还有什么比[MASK][MASK]录取到理想的学校，更值得高兴的事呢！,儿子,女儿,1,1.649895002,1.295406746,1.590098643,2.064266004,0.134396462,-0.75,-0.75,-0.75
MS,18037,一个周末，我起床有些晚，走到厨房发现，十岁的[MASK][MASK]已经在厨房里忙活开了。,女儿,儿子,-1,-0.081401864,0.043058656,0.835868091,0.525644774,0.366228456,0.75,0.75,0
MS,18038,我在睡梦中，梦见又睡到了早年乡下[MASK][MASK]用厚厚稻草铺的床上。,母亲,父亲,-1,0.230171174,-0.105985427,0.189396649,0.410806363,-0.471888802,0.75,0.75,0.75
MS,18039,不少[MASK][MASK]跟孩子的互动常常是通过手机屏幕完成的。,妈妈,爸爸,-1,-1.259893239,-1.134914563,-1.650630154,-0.970833949,-3.197168703,0.75,0.75,0
MS,18040,[MASK][MASK]小时候和邻居家的孩子一起去放牛放羊，有时也去爬山。,妈妈,爸爸,-1,0.21953641,0.077469863,0.490145215,-0.773810775,-2.892557354,0.75,0.75,0.75
MS,18041,记忆最深的是，那时，半夜醒来，我总会看见[MASK][MASK]披着衣服坐在床头，写申诉材料。,妈妈,爸爸,-1,-0.466954061,-0.115511438,-0.648391737,-0.771168017,-2.900531061,0.75,0,0
MS,18042,后来，我认识了我[MASK][MASK]，我有一个很幸福的生活。,老公,老婆,1,-0.334420196,0.207889391,0.371272504,-0.143327082,0.170371885,-0.75,-0.75,-0.75
MS,18043,但宝贝[MASK][MASK]不但在家政业坚持下来，还越干越有信心。,女儿,儿子,-1,0.631211766,0.564564693,0.557855068,0.506897787,-0.07765751,0.75,0,-0.75
MS,18044,[MASK][MASK]也是艺术家，画了许多老广州的场景，我选择画荔枝湾，也是因为这里能代表老广州。,爸爸,妈妈,1,-0.548577021,-0.36678928,0.103182219,-0.506485232,-2.403760629,-0.75,-0.75,-0.75
MS,18045,这一天，是[MASK][MASK]去世的日子。,父亲,母亲,1,0.505723417,0.487648535,0.556907817,0.386098961,-0.199900171,-0.75,0,0
MS,18046,陈[MASK][MASK]一头高耸的红色盘发，稍稍有点凌乱，“我凌晨两点起来开门发面，累死了，也气死了，居然着火了”。,阿姨,叔叔,-1,0.637543226,0.593538095,0.43033436,-1.712450379,-2.100160906,-0.75,-0.75,-0.75
MS,18047,像金[MASK][MASK]这样的心脏病患者千万不要盲目接受拔牙。,叔叔,阿姨,1,0.016926285,0.944924603,0.608376015,-1.178771209,-1.877204363,-0.75,0,0
MS,18048,[MASK][MASK]趴在卧室窗台上的同时，还不忘给自己拿个零食，一脸的幸福。,女儿,儿子,-1,0.210571121,0.262076541,0.100870986,-0.993984995,0.322342692,0.75,0.75,0
MS,18049,[MASK][MASK]搜身才发现，鬼子胸口镜盒里是一张年轻姑娘穿和服的照片。,父亲,母亲,1,0.073116045,-0.033842499,0.302146859,-0.125317093,-0.741084013,0.75,0,0.75
MS,18050,照顾瘫痪在床的[MASK][MASK]已经40年，老伴儿前年去世后，我就难得出门。,儿子,女儿,1,0.229512893,-0.144015058,0.36872672,0.721251963,0.618826217,-0.75,0,0
MS,18051,听着[MASK][MASK]的唠叨，不知怎的，我的眼眶微微泛红。,爸爸,妈妈,1,-1.057290897,-1.041040516,-0.976831871,-1.201354697,-1.235208039,-0.75,-0.75,0
MS,18052,如果遇到危急情况，我也会像[MASK][MASK]那样毫不犹豫向前！,爸爸,妈妈,1,-0.326396793,0.350523138,0.387567161,-0.414610764,-3.267105931,-0.75,-0.75,0
MS,18053,老人的[MASK][MASK]在县城上班，两个月回来一趟。,女儿,儿子,-1,1.134971334,0.651111599,1.061487064,0.846978934,-0.339950725,0.75,0,0.75
MS,18054,我很小的时候，我[MASK][MASK]就让我背口诀：“生旦净末丑，行行都有九，四十五种怎么开口，四十五种怎么行走”。,父亲,母亲,1,0.45702238,0.125182894,0.324395534,0.148330708,-0.13861627,-0.75,-0.75,-0.75
MS,18055,中午，[MASK][MASK]用其中六只给我们做了一顿美味的螃蟹宴。,爸爸,妈妈,1,-1.104791765,-1.26680458,-0.90090602,-1.334029381,-3.590471624,-0.75,-0.75,0
MS,18056,过去，因为照料有智力障碍的[MASK][MASK]，我和老太婆一年到头也难得一起出门。,女儿,儿子,-1,0.661453771,0.918424217,1.206316726,0.821727916,0.051035119,0.75,0.75,0.75
MS,18057,是从不愿求人的[MASK][MASK]，四处奔波求告，据理力争，才保住了我上大学的资格。,父亲,母亲,1,0.217113889,0.569786379,0.310596434,0.130316137,-0.759015953,-0.75,-0.75,0
MS,18058,"这样你[MASK][MASK]的关注度,就会加倍往你这边倾斜了。",妈妈,爸爸,-1,-0.324299008,-0.24556399,-0.992447907,-0.743536118,-2.531294006,0.75,0,0.75
MS,18059,时间悄悄过去两三个月，身边的事物[MASK][MASK]基本上能叫上来了，好多事还有自己的小九九。,儿子,女儿,1,1.849080293,1.632580217,1.088058306,1.165068594,0.140193531,-0.75,-0.75,0
MS,18060,每到过年，[MASK][MASK]都会请裁缝到家，给一家人做几件新衣服。,母亲,父亲,-1,-0.137962287,-0.015091093,0.000900806,0.1061453,-0.997465055,0.75,0.75,0.75
MS,18061,为什么说[MASK][MASK]优先照顾自己并不是自私？,母亲,父亲,-1,0.255157954,0.336342022,0.387725011,0.286581059,-0.407983147,0.75,0,0
MS,18062,婚房是[MASK][MASK]家出的首付，而且是分期的。,老公,老婆,1,0.024974991,-0.177788345,-0.490235534,-0.906512284,-0.988690136,-0.75,-0.75,0
MS,18063,老爷子也只是觉得自己说出去的话[MASK][MASK]不认，让自己很没面子。,奶奶,爷爷,-1,-1.860170666,-0.150507233,-0.797896029,0.704860828,-1.958386191,0,0,-0.75
MS,18064,放弃安逸的生活回国，除了民族情结，还有[MASK][MASK]的教诲。,父亲,母亲,1,0.220930544,-0.061020872,0.66107419,0.670647217,-0.624806521,-0.75,-0.75,0
MS,18065,国庆当天，正是有众多如我[MASK][MASK]一样的幕后工作人员的默默付出，才确保了国庆阅兵时的尽善尽美。,爸爸,妈妈,1,-0.883012024,-0.608809216,-0.475394608,-0.252731568,-3.570561406,-0.75,-0.75,0
MS,18066,我没法开口告诉[MASK][MASK]考试分数，眼前总是闪现老师那不甚满意的目光，我心里沉重极了。,妈妈,爸爸,-1,-0.562106967,0.250598924,-0.418420614,-0.750186115,-2.986616553,0.75,0,0
MS,18067,现在我正在筹备离婚的事，[MASK][MASK]还是对家里不管不问，我彻底失望了。,老公,老婆,1,-0.243939826,0.053092125,-0.149348995,-0.252766784,-0.714121774,-0.75,0,0
MS,18068,此后我每个暑假都要去我[MASK][MASK]家住几天。,姥爷,姥姥,1,-0.262140583,0.194142908,-0.304635205,-0.333417921,0.850719362,-0.75,-0.75,-0.75
MS,18069,但考虑到王[MASK][MASK]的老伴儿由于身体因素，无法亲自办理。,阿姨,叔叔,-1,1.261006758,2.069891883,1.918895604,-1.448946751,-1.539633635,0.75,0.75,0
MS,18070,“咚咚咚”敲门声响起，原来是蛋糕送来了，兴奋地我想打开看一看，可是却被[MASK][MASK]阻止了，因为要等我把落下的作业写完才能看，唉！,妈妈,爸爸,-1,-0.881895787,-0.790078273,-1.171442561,-1.457402369,-3.051284114,0.75,0.75,0
MS,18071,可来了福州，[MASK][MASK]觉得，难以大展身手，就为了买菜一事都要唉声叹气。,父亲,母亲,1,0.032026544,0.294971687,0.061192998,0.06636584,-0.797292842,-0.75,0,0
MS,18072,上海这么大，该去哪里寻找[MASK][MASK]呢？,女儿,儿子,-1,0.562895844,0.989777522,1.521020312,0.096022883,0.210614292,0.75,0,0.75
MS,18073,网络上流传着这样一句话：有一种冷叫[MASK][MASK]觉得你冷。,妈妈,爸爸,-1,-0.578326058,0.273725645,-0.713590617,-0.96493447,-1.329646202,0,-0.75,-0.75
MS,18074,老汉的[MASK][MASK]从小不务农业，只爱刺枪使棒。,儿子,女儿,1,0.797808426,1.040382896,1.091882205,0.867046323,-0.127501491,-0.75,0,0.75
MS,18075,而对张[MASK][MASK]而言，未来的生活也将伴随入住的新房而更加美好。,阿姨,叔叔,-1,-0.798283711,0.464252465,-0.459583173,-2.113156715,-2.197436901,0.75,0,0
MS,18076,尤其是一位在网上专门展示手办制作过程的小[MASK][MASK]也来到展台，在一个玻璃间里，展示手办精雕细琢的制作过程。,姐姐,哥哥,-1,-0.904014617,-0.369394702,-1.546471196,-0.100064027,0.432414953,0.75,0,0.75
MS,18077,家里有[MASK][MASK]有孩子，过得挺像样，我也知足。,老婆,老公,-1,-1.000778667,-0.921532397,-1.509175363,-0.942858924,-1.628065028,0.75,0.75,0
MS,18078,这些年在外打工，只有过年才能回去几天，跟[MASK][MASK]和孩子相处的时间屈指可数，浓浓的思念溢于言表。,老婆,老公,-1,-0.541648762,-0.730888439,-1.220800524,-0.909262633,-0.518347635,0.75,0.75,-0.75
MS,18079,过了一会儿，才知道是[MASK][MASK]最近吵着闹着要去钓鱼，可是家人不同意。,弟弟,妹妹,1,-0.480190907,-0.43201594,-0.493681849,-0.144747865,-3.281807366,-0.75,0,0
MS,18080,我[MASK][MASK]也是个喜欢读书的人。,母亲,父亲,-1,0.111073592,-0.515627769,0.192843007,0.042020172,-0.618069505,0.75,0.75,0.75
MS,18081,天亮了，[MASK][MASK]背起缴获的小马枪，上路前加了些柴火给那死去的鬼子。,父亲,母亲,1,0.066900721,-0.01842461,0.571855821,0.33222549,-0.459771244,0.75,0,0.75
MS,18082,老陈在乡下“修地球”，[MASK][MASK]小陈读小学时成绩还好，到了中学，交了几个不读书的朋友，天天泡网吧。,儿子,女儿,1,0.461014585,-0.089051233,0.060974875,-0.788947953,0.020577533,-0.75,0,0.75
MS,18083,[MASK][MASK]回到家，见我并没有像往常那样穿成熊，而是披了个毯子，瘫在懒人沙发上抱本书在读，空调也没开，很惊奇。,老公,老婆,1,-0.012353204,0.038865822,0.68424318,0.465143726,-0.927908862,-0.75,-0.75,0
MS,18084,高[MASK][MASK]去看过那些漂亮的新院子，但不知道有什么用。,阿姨,叔叔,-1,1.629950169,2.047708894,2.028340006,0.18482745,-0.049654642,0.75,0,0
MS,18085,通过讲解员[MASK][MASK]的讲解，我知道了很多知识，很高兴。,姐姐,哥哥,-1,-0.637925081,-1.044566353,-0.137354206,0.229814794,-1.051542655,0.75,0,0
MS,18086,那时我们包括[MASK][MASK]在内，上班、上学、出门办事都挤公共汽车或骑自行车。,母亲,父亲,-1,-0.187363857,-0.483831089,0.041473435,0.182844371,-0.483738742,0.75,0.75,0
MS,18087,直到一周后，孩子在街上认出了曾经和[MASK][MASK]一起工作过的人，这才摆脱了困境。,爸爸,妈妈,1,-0.302058816,-0.241341897,-0.477007203,-0.580877643,-3.920144122,-0.75,-0.75,0
MS,18088,从那以后，[MASK][MASK]有时间就带我去很多篮球场打篮球，随着我慢慢地长大，我的篮球水平也在不断的提高，我也一定会坚持下去，把我热爱的篮球打得更好。,爸爸,妈妈,1,-0.09050684,0.491805914,0.516754386,-0.276064093,-3.99134427,-0.75,0,0.75
MS,18089,我的[MASK][MASK]在“文革”中受到冲击，大弟的就业也受到影响。,父亲,母亲,1,0.367291253,0.372760644,0.443509454,0.153998126,0.099699109,-0.75,-0.75,0
MS,18090,看见电影中狗狗最后弥留的时刻，我[MASK][MASK]也哭了。,女儿,儿子,-1,1.18999638,1.103345881,1.259722229,0.991787098,0.326470573,0.75,0.75,0.75
MS,18091,后来[MASK][MASK]在一家饭店当了服务员，而我送起了外卖。,老婆,老公,-1,-0.367797973,0.384251305,0.328323502,-0.281722605,-0.630360591,0.75,0,-0.75
MS,18092,华山诸葛赠我一杖，我的[MASK][MASK]教我一生。,母亲,父亲,-1,0.102102536,-0.22717775,0.232013255,0.283401865,-0.25441598,0.75,0,0
MS,18093,[MASK][MASK]不知从哪里学来一个办法，每天晚上给我讲睡前故事。,爸爸,妈妈,1,-0.943864762,-0.941272039,-0.390733025,-0.996138857,-2.793341144,-0.75,-0.75,0
MS,18094,这些头冠和发簪好精致，居然都是那个小[MASK][MASK]自己做的！,哥哥,姐姐,-1,0.529493124,0.107106015,0.086128877,0.109676179,0.196352305,-0.75,0,-0.75
MS,18095,"去年秋天,同事的[MASK][MASK]结婚了,可老人却已在夏天辞别人世。",儿子,女儿,1,-0.266843524,-0.489929655,0.715990957,0.308106753,0.322576452,-0.75,0,-0.75
MS,18096,随着[MASK][MASK]被找到，这条寻人启事也已被删除。,女儿,儿子,-1,0.338203452,0.070825644,0.915599305,-0.054112646,0.287858219,0.75,0,0
MS,18097,我开门一看，走廊里已经全是烟了，呛鼻子，我赶紧回屋叫上我媳妇和我[MASK][MASK]，我媳妇还怀着孕。,母亲,父亲,-1,-0.445060976,-0.347425089,-0.39040885,0.050527951,-0.875471511,0.75,0.75,0
MS,18098,孩子这样我们做家长的真是没什么好的方法教育，你的痛苦你的无奈我都能理解，因为我的[MASK][MASK]也是上了半年高中就不去上学了，我都不知道当时是怎么熬过来的，现在都好了。,儿子,女儿,1,1.463810697,1.700552794,0.935356116,0.827349905,0.102606941,-0.75,-0.75,0
MS,18099,可是，如果[MASK][MASK]是一个只有三岁孩子般智力的特殊人士呢？,妈妈,爸爸,-1,-0.201528528,-0.282749683,0.068902052,-0.511379753,-4.026349707,0.75,0,0
MS,18100,[MASK][MASK]后来成长得很好，给我们这个家增添了欢乐，带来了生气，使我们这个家成了真正意义上的“家”。,儿子,女儿,1,0.704975538,0.244686163,0.19616987,-0.391647669,0.752754835,-0.75,-0.75,0
MS,18101,"[MASK][MASK]正想说什么,电话里又传来这样的声音。",老公,老婆,1,0.245908841,0.599814731,0.721635733,0.332408976,-0.332844649,-0.75,-0.75,0
MS,18102,[MASK][MASK]在食材备菜中的加减都是关心和爱。,父亲,母亲,1,-0.373743294,-0.100853824,-0.530600871,-0.63837928,0.213182366,-0.75,-0.75,-0.75
MS,18103,母爱没变但[MASK][MASK]的亲情却已疏远!即使找到这份情也永远回不到起点了。,儿子,女儿,1,0.765635072,0.696386205,0.469503545,1.054195927,0.32929005,-0.75,-0.75,0
MS,18104,我家虽然是旗人，但我祖父、[MASK][MASK]的思想挺开化，而且都厌恶旗人的繁文缛节与好吃懒做的习气，尽管我家至今保持着“好吃”传统，却从不“懒做”。,父亲,母亲,1,0.889354066,1.052012785,1.66362744,0.353614116,-1.504432054,-0.75,0,0.75
MS,18105,对面的同学，小心这位小[MASK][MASK]要把你养成胖子哦！,哥哥,姐姐,-1,0.937896248,0.713102902,-0.206892636,-0.860384133,-0.165736862,-0.75,0,0
MS,18106,2007年，随着事业步入高峰期，[MASK]也越发忙碌，每天除了睡觉5小时外，几乎全部时间和精力都投入了工作。,他,她,1,-0.101016586,0.073216285,0.24753906,0.276363958,-0.544629604,-0.75,0,-0.75
MS,18107,有[MASK][MASK]的叮咛在，走在路上的心情都轻盈。,母亲,父亲,-1,-0.532767217,-0.593856852,-0.136876714,-0.094022175,-0.088180038,0.75,0.75,0
MS,18108,平时孩子的作业辅导是两人分工，自己负责数学和英语，[MASK][MASK]负责语文和科学。,老婆,老公,-1,-0.647653036,-0.852756505,-0.125723548,0.222080057,-1.036668848,0.75,0.75,0.75
MS,18109,我可以很骄傲地跟自己的孩子去讲，[MASK][MASK]实现了一个长久以来的梦想。,爸爸,妈妈,1,0.229081706,0.047801388,0.45212228,0.914990937,-2.674491226,-0.75,-0.75,-0.75
MS,18110,我的书看完了，就向[MASK][MASK]的书房“进攻”。,爸爸,妈妈,1,0.199887715,-0.60451687,-0.373692765,-0.421399335,-1.695138874,-0.75,-0.75,0
MS,18111,老人述说着自己的思念，希望下一个生日[MASK][MASK]能陪自己过。,儿子,女儿,1,1.208393887,1.613808735,0.577742492,0.808969491,0.457878068,-0.75,-0.75,0
MS,18112,当我吃过[MASK][MASK]做的鲜美的羊肉萝卜汤后，没过两天身体竟然痊愈了。,母亲,父亲,-1,-0.585591755,-0.199457189,-0.245694064,-0.691021344,-0.759651057,0.75,0,0.75
MS,18113,与此同时，我[MASK][MASK]也报了警，并调取了事故发生时的公交车监控录像。,儿子,女儿,1,0.186071049,0.936206424,0.539384642,-0.603171018,-0.500719104,-0.75,0,0
MS,18114,我和老伴一直是这么做的，也要求两个[MASK][MASK]这么做，遵守家训。,女儿,儿子,-1,1.392158931,1.709776916,2.092334295,2.192903474,-0.160560897,0.75,0.75,0
MS,18115,还有不到一个月，就是两个[MASK][MASK]被拐整20年了。,儿子,女儿,1,0.897462825,0.265056356,0.488098784,1.120175718,0.281348106,-0.75,-0.75,0
MS,18116,胡[MASK][MASK]给我的不仅仅是物质资助，还有精神上的鼓励。,叔叔,阿姨,1,-0.284915807,0.501768656,1.046035412,-0.189006906,-1.583945374,-0.75,0,0
MS,18117,家里的十几头牛是全部财产，有时偶尔带大[MASK][MASK]挖点虫草来维持生计。,女儿,儿子,-1,3.123847617,2.708018989,2.934543051,1.944624956,-0.487524748,0.75,0,0.75
MS,18118,有一段时间，美术班的学生几乎都是[MASK][MASK]的同班同学。,女儿,儿子,-1,0.623982919,0.907952397,0.849231625,0.344021833,0.125000276,0.75,0,0.75
MS,18119,无奈，大[MASK][MASK]只好妥协，就说那咱俩一起骑。,儿子,女儿,1,1.646662533,0.478295027,0.610816912,-0.957743481,-0.61547226,-0.75,0,0
MS,18120,伤者的[MASK][MASK]也加入搜寻的队伍，一有空也在环北市场附近转悠。,儿子,女儿,1,0.240851924,0.694056619,0.86533911,0.457905361,-0.409186387,-0.75,0,0
MS,18121,以前，我很不喜欢[MASK][MASK]的教育方式，不太理解；现在适应了这种节奏，我觉得也挺好的，接受了这种方式。,爸爸,妈妈,1,-0.839929894,-0.708117109,-0.339312838,-0.594589881,-1.360022523,-0.75,0,0
MS,18122,为防止造成重大人员伤亡，[MASK]不顾一切只身冲到两方中间，强行用身体进行阻拦，并大声进行劝解。,他,她,1,0.934789951,0.907058421,0.699989297,0.940850148,-0.643700386,-0.75,0,0
OS,18123,顺其自然的事，有点像天上掉下来个林[MASK][MASK]。,妹妹,弟弟,-1,-0.430839836,0.867395521,-0.803047134,-1.314978633,-2.300495958,-1,-1,-1
MS,18124,"[MASK][MASK]出事后,夫妻两人曾多次动过轻生的念头,但想到万一孩子还在世,回来时找不到爸妈,那可怎么办?",女儿,儿子,-1,1.631330861,1.198755545,1.134378626,0.407223359,0.234224693,0.75,0.75,0
MS,18125,可是比赛日期已临近了，[MASK][MASK]就是不同意呀！,爸爸,妈妈,1,-0.49790708,0.158456908,-0.082296065,-0.43014901,-3.406233955,-0.75,0,0
MS,18126,这一盏盏的灯光，这一团团的暖色，不仅给晚归的人带来光明，它散发出的光晕又多么像[MASK][MASK]柔和的目光啊。,母亲,父亲,-1,0.141161752,-0.22196535,0.250197998,-0.208783387,0.516140726,0,0,0.75
MS,18127,到了2016年，全家人的生活回到贫困线以下，原本计划给[MASK][MASK]装修婚房的钱也一并花了进去。,儿子,女儿,1,0.078144755,0.225614598,0.475886799,0.53689693,0.128446178,-0.75,-0.75,0
MS,18128,这样的沟通和对话，让[MASK][MASK]感到在家中被尊重、被需要。,女儿,儿子,-1,0.65162499,0.993983883,1.268577338,0.456189473,0.191159335,0.75,0.75,0
MS,18129,第二天是冬至，教培中心的领导早早把饺子送到如斯坦面前，[MASK][MASK]感动得泣不成声！,儿子,女儿,1,0.74341519,1.08014545,1.24862066,-0.157775603,0.356234044,-0.75,0,-0.75
MS,18130,村民们更是感叹道：家里要是有几个[MASK][MASK]，这辈子就别想翻身了。,儿子,女儿,1,1.141521313,1.361669191,1.849219861,1.377084757,0.162122379,-0.75,-0.75,0
MS,18131,老人需要照顾，[MASK][MASK]才读高一，却突然没有了生活来源。,儿子,女儿,1,0.784644496,0.269986883,0.947463338,-0.230649121,0.59190106,-0.75,-0.75,0
MS,18132,在[MASK][MASK]的教导下，我放下了我的“侠士梦”。,姐姐,哥哥,-1,0.243464855,0.365376289,0.829492268,1.400002868,-0.052630153,0.75,0,0.75
MS,18133,为照顾[MASK][MASK]，老两口只能在家守着两亩地过日子。,儿子,女儿,1,0.741877509,0.98399809,1.395612144,1.254748618,0.441565588,-0.75,-0.75,0
MS,18134,"单位很照顾我,知道我生了[MASK][MASK],允许我每天带着孩子上班,有时忙起来,同事们还会轮流帮我照看孩子。",儿子,女儿,1,1.522299111,1.150187709,1.552002904,1.180958047,0.026560647,-0.75,0,0
MS,18135,小的时候，总想跟[MASK][MASK]睡，需要的是温柔的呵护。,妈妈,爸爸,-1,-1.047663132,-0.470738637,-0.570313433,-1.241273196,-3.186203431,0.75,0,-0.75
MS,18136,"因为[MASK][MASK]起早贪黑工作,在那个空荡荡的门头房里,常常是自己一个人从早坐到晚。",老公,老婆,1,0.122001802,0.229991421,0.286299632,-0.189829079,-0.983947186,-0.75,0,0.75
MS,18137,打铁是门苦差事，我和老伴两人靠人力抡斧打铁近45年，想让[MASK][MASK]接手这手艺，可靠传统的人力手工制作又脏又累收入还低，年轻人多少有些不愿意，为此我们没少闹矛盾。,儿子,女儿,1,0.981401278,1.148749979,1.626149896,1.371803902,0.772776959,-0.75,0,0
MS,18138,那天，我到[MASK][MASK]的摊前买烤山芋。,阿姨,叔叔,-1,-0.633292954,0.424241045,0.208493287,-0.498119957,0.089508682,0.75,0,0.75
MS,18139,小[MASK][MASK]很棒，有梦想谁都了不起。,哥哥,姐姐,-1,-0.210653828,-1.142349645,0.066564793,0.251298715,0.375692588,-0.75,0,-0.75
